19.068487,22.315174,18.908401,18.753635,21.027090,16.920007,18.229661,18.309243,19.200919,21.191508,18.132690,18.575819,18.485045,16.011626,17.137435,18.099559,15.455505,16.340052,16.857479,16.358126,14.693951,15.752377,15.947024,15.691000,15.728053,15.783657,15.123519,14.952853,15.359961,15.685980,13.967699,14.702335,16.295689,16.477425,15.955478,14.429408,14.795751,16.640588,13.695476,15.238032,14.998385,16.204144,13.986760,13.479721,14.889248,12.695739,13.364568,12.961203,11.922955,13.503762
20.454833,17.616441,19.231490,18.874906,19.771981,19.494328,18.879266,19.765840,19.392522,16.999622,18.198750,17.947436,17.813805,17.070003,16.388164,17.462768,20.933879,17.351366,15.508659,20.493739,17.926971,17.647419,17.576522,15.501409,18.933106,16.784496,15.260613,16.248929,15.890250,17.140659,14.449302,18.308498,15.339521,16.029145,13.951481,13.320500,15.213961,15.095391,14.788398,15.498056,13.698326,14.120268,13.210624,13.884226,12.875767,13.986521,13.658808,14.191421,15.365545,11.415934
19.542022,18.110501,19.321088,21.619001,18.562363,17.754643,18.137812,18.423011,17.569854,17.378680,18.745533,17.602079,16.593083,18.028021,16.728484,17.285079,16.876366,15.836134,17.501409,16.705111,16.633594,17.907715,16.524495,14.686712,15.852977,16.638610,13.926084,16.138005,14.116000,15.464673,14.866388,15.495925,15.200446,14.114371,15.428615,17.574207,14.825287,14.266054,14.444430,15.219069,14.369534,14.466080,13.295169,13.779457,12.566420,12.500187,13.869145,12.898927,14.828790,14.191737
18.949332,18.664789,19.708854,18.403967,17.902834,18.518660,17.628124,18.154601,19.573814,22.217596,16.902580,17.977189,18.422939,17.740999,17.002913,16.403487,16.022165,17.366227,17.386880,16.156134,17.151296,17.287307,15.969424,15.960930,15.941198,15.164266,17.374826,17.907367,16.096895,16.867350,15.842571,14.689444,17.231549,15.722258,14.379993,15.242179,18.032078,16.145884,15.597610,13.730295,13.321861,15.256306,14.251676,12.985568,16.164807,13.762525,16.118340,13.909297,12.405195,13.557491
19.794225,19.765279,18.889020,20.112175,20.331239,19.503142,17.504705,16.998455,19.076123,17.307941,17.575272,19.760919,18.404663,16.252445,17.927698,18.698156,16.860753,17.694729,18.022719,15.847838,15.954746,15.467604,15.080206,16.909308,15.573809,15.827938,15.877483,16.229922,15.115301,16.465732,17.027658,16.084489,14.969674,18.018112,15.821976,13.817165,15.810560,14.552671,15.272559,13.305612,13.373798,14.717653,13.306457,16.930127,12.839994,15.185400,12.953468,11.454155,12.479380,12.623510
17.360275,19.226229,19.542102,20.110518,18.085186,17.993303,21.366175,19.811943,18.680390,19.207761,17.682688,18.654826,18.640126,17.817243,16.655355,17.969067,16.411420,18.124904,17.696769,17.610031,17.306109,15.613510,20.899963,17.777316,15.586381,20.114324,19.540790,14.420228,16.868407,16.299276,16.013162,15.775698,14.902335,14.844889,15.499618,15.791966,15.030624,15.904948,15.485612,14.000747,13.114676,15.944164,17.574477,17.379925,15.210591,14.069057,14.585788,14.144603,14.456087,13.374871
20.015834,20.729087,19.116741,18.970827,18.296278,20.426193,18.568721,18.672090,19.209045,17.633267,18.170935,20.484294,17.811084,17.716378,17.173625,18.208561,17.675993,17.689123,16.513866,18.458860,16.682344,17.193763,17.343246,16.991770,16.282430,18.240242,15.962370,15.687983,16.920443,17.067173,15.475868,15.424184,15.291753,17.872076,15.023249,13.673323,15.442858,14.324400,16.370212,16.001932,15.438978,14.364649,19.918047,13.872916,12.865239,13.060531,16.348348,14.149440,14.866108,13.244509
21.254004,19.668362,20.740470,19.602720,19.960917,18.824223,18.189765,19.134949,18.960715,18.761048,20.392445,18.994024,18.688060,19.536865,16.131381,17.582123,15.518117,17.306055,18.553546,17.073149,18.478187,15.589602,16.487189,16.861103,18.020112,17.586524,16.870846,15.745726,17.172297,15.559567,17.583458,14.153475,16.405994,16.739510,16.922869,17.650134,17.102434,13.946411,14.867898,16.110907,14.660946,14.220722,15.308706,13.760711,14.040058,13.991123,13.768419,13.867576,12.260381,12.655514
20.019726,19.988754,19.128928,19.901103,19.545275,18.282013,18.482078,19.533207,18.653385,17.598024,18.907545,19.429224,21.511707,17.885763,17.965714,20.405759,19.550535,16.937832,19.073180,16.430310,18.121416,15.323070,16.909703,17.898030,17.239364,17.834580,16.127544,15.908518,16.046253,17.789805,15.724482,15.365378,15.633673,15.278137,14.186148,14.015587,15.363951,15.758912,13.355896,14.722052,14.376589,13.020219,14.292535,13.092426,14.438400,13.759912,14.368276,12.815692,13.883681,15.046036
19.895433,20.611439,20.046570,18.412226,21.220846,18.795758,19.576937,17.480576,19.672461,17.180414,21.262034,19.736001,16.225337,18.125941,18.935653,16.664982,16.572589,17.011135,16.896952,17.740505,16.620440,17.102914,17.351349,18.064506,16.675414,16.013622,16.190943,15.733890,19.314734,15.628225,17.256346,15.912545,15.094133,16.591946,16.212164,14.381332,14.674610,14.108452,13.580528,15.923872,16.415680,13.604174,13.328104,14.512400,15.316604,11.999293,16.697017,12.932682,13.963007,12.616394
20.148521,18.395787,18.521885,19.844262,22.845158,19.609754,17.994804,18.242719,19.097362,20.105046,18.114552,19.805964,18.474571,17.660555,18.344748,19.183938,19.539064,16.850793,17.378838,17.273465,17.821067,16.972148,16.772928,15.758130,17.167851,16.967318,16.808448,15.698570,17.735290,16.447008,16.052503,15.818351,16.572378,15.974147,14.552585,16.739705,14.341397,14.631964,14.976902,13.486731,15.092094,20.573672,14.181829,14.615820,14.968528,12.816285,13.740455,12.840295,13.475438,12.135963
20.443490,19.697486,20.790927,19.211952,19.717687,17.914271,19.157872,20.424691,18.574818,20.495043,18.222762,17.834826,19.088220,18.329514,18.025101,18.467194,18.991917,18.587206,18.339790,17.498110,18.238992,17.537829,16.656716,15.483156,18.428818,15.111513,15.698600,15.963685,17.947377,19.180359,17.211439,17.026239,16.615465,14.855273,15.604696,15.573809,15.611852,15.279273,17.323154,14.523499,16.757008,14.716804,14.279263,16.147249,14.233862,14.529515,14.753292,16.212500,15.060029,12.683943
21.034846,24.015527,20.141179,20.101528,17.896043,18.689793,18.269573,18.101785,16.804263,18.571288,19.055065,18.753129,18.575642,17.891527,18.447400,16.400195,21.538442,19.211626,17.488627,19.557262,18.839040,17.489758,17.034890,18.058097,19.056475,17.912901,17.238638,17.841023,16.958058,16.834721,18.066450,17.162198,15.885320,16.575311,14.872536,15.115624,14.924188,15.182503,15.614039,14.534933,15.636265,15.084916,16.573593,15.354812,14.383452,14.896283,14.733917,14.401093,16.028604,13.440047
22.103287,18.667630,20.013603,19.363043,18.596228,21.034014,19.247544,19.339854,19.242567,19.121809,19.370053,17.608462,19.869391,20.902637,20.153526,19.681724,17.795944,17.679736,18.458908,17.031713,16.925578,19.050752,17.457336,17.165176,16.525117,15.588335,18.072363,16.234465,18.364007,18.255563,16.678725,15.886141,18.709803,14.854567,18.191418,16.561517,16.141896,15.448012,15.814788,14.378957,14.403319,16.443916,14.082136,14.425052,18.499665,16.496292,14.740834,15.297204,15.222598,15.112224
19.639970,20.425935,20.688577,19.837530,19.906326,21.010919,20.831819,20.902435,18.991346,18.985480,16.829756,19.509350,18.274810,18.108979,22.341415,18.273796,16.640486,19.547626,17.941121,18.044136,19.225568,17.294531,16.715554,17.723751,16.822671,17.326401,18.668099,16.955737,15.166427,16.412578,16.919395,15.302489,16.941904,15.739672,16.563584,15.352749,15.754062,14.871619,16.515757,14.815207,15.430718,16.429250,15.013846,15.026484,16.215932,17.227363,16.930602,14.230707,12.973975,15.402290
20.997998,20.339035,20.087981,19.854999,19.864004,18.974022,19.438685,20.308877,21.561170,18.656864,18.712306,19.669483,19.341106,18.248247,18.851671,18.577215,19.039472,18.098385,18.767419,17.837016,18.101502,18.460947,19.315596,17.234572,16.639230,17.902787,18.318574,18.845228,19.487388,15.117617,16.550583,15.937266,17.573932,16.915960,14.705488,14.383902,14.799599,17.543807,15.708272,15.049489,15.949104,20.432143,15.377455,13.140210,14.039610,14.790888,16.039782,15.575247,14.506145,12.163502
